"","ID","RecordID","SiteID","counts.cleaned"
"504","ISVI2013817_W4","ISVI2013817","ISVI",0
"505","ISVI2013818_W4","ISVI2013818","ISVI",0
"506","SDNY2013720_W4","SDNY2013720","SDNY",30
"507","SDNY2013721_W4","SDNY2013721","SDNY",0
"508","SDNY2013817_W4","SDNY2013817","SDNY",0
"509","SDNY2013818_W4","SDNY2013818","SDNY",0
"510","SQUA2013817_W4","SQUA2013817","SQUA",0
"511","PANM2013719_W4","PANM2013719","PANM",0
"512","PANM2013720_W4","PANM2013720","PANM",0
"513","PANM2013721_W4","PANM2013721","PANM",0
"514","PANM2013722_W4","PANM2013722","PANM",0
"515","VRYL2013817_W4","VRYL2013817","VRYL",0
"516","VRYL2013818_W4","VRYL2013818","VRYL",0
"517","ROGH2013720_W4","ROGH2013720","ROGH",0
"518","ROGH2013721_W4","ROGH2013721","ROGH",0
"519","ROGH2013818_W4","ROGH2013818","ROGH",20
"520","ROGH2013817_W4","ROGH2013817","ROGH",350
"521","SHPO2013817_W4","SHPO2013817","SHPO",0
"522","SHPO2013818_W4","SHPO2013818","SHPO",0
"523","SHPO2013819_W4","SHPO2013819","SHPO",0
"524","WHIF2013818_W4","WHIF2013818","WHIF",0
"525","BB922013720_W4","BB922013720","BB92",150
"526","BB922013721_W4","BB922013721","BB92",0
"527","COWC2013817_W4","COWC2013817","COWC",0
"528","COWC2013818_W4","COWC2013818","COWC",0
"529","GRIC2013720_W4","GRIC2013720","GRIC",0
"530","GRIC2013721_W4","GRIC2013721","GRIC",0
"531","PEDD2013816_W4","PEDD2013816","PEDD",0
"532","BB722013720_W5","BB722013720","BB72",0
"533","ENBO2013721_W5","ENBO2013721","ENBO",0
"534","KALE2013720_W5","KALE2013720","KALE",0
"535","COMX2013720_W5","COMX2013720","COMX",0
"536","COMX2013721_W5","COMX2013721","COMX",0
"537","NANO2013720_W5","NANO2013720","NANO",0
"538","NANO2013721_W5","NANO2013721","NANO",0
"539","IONA2013719_W5","IONA2013719","IONA",0
"540","IONA2013720_W5","IONA2013720","IONA",0
"541","IONA2013721_W5","IONA2013721","IONA",0
"542","COWC2013719_W5","COWC2013719","COWC",0
"543","COWC2013720_W5","COWC2013720","COWC",0
"544","ESQU2013722_W5","ESQU2013722","ESQU",0
"545","MAPL2013719_W5","MAPL2013719","MAPL",0
"546","MAPL2013720_W5","MAPL2013720","MAPL",0
"547","MAPL2013721_W5","MAPL2013721","MAPL",0
"548","ISVI2013720_W5","ISVI2013720","ISVI",0
"549","ISVI2013721_W5","ISVI2013721","ISVI",0
"550","CROC2013720_W5","CROC2013720","CROC",98
"551","BB042013719_W5","BB042013719","BB04",0
"552","BB042013720_W5","BB042013720","BB04",0
"553","BB042013721_W5","BB042013721","BB04",0
"554","DEEP2013719_W5","DEEP2013719","DEEP",0
"555","DEEP2013720_W5","DEEP2013720","DEEP",0
"556","DEEP2013721_W5","DEEP2013721","DEEP",0
"557","WHIF2013721_W5","WHIF2013721","WHIF",0
"558","BB722013721_W5","BB722013721","BB72",0
"559","CROC2013721_W5","CROC2013721","CROC",387
"560","WINT2013720_W5","WINT2013720","WINT",0
"561","SQUA2013720_W5","SQUA2013720","SQUA",0
"562","SQUA2013721_W5","SQUA2013721","SQUA",0
"563","SHPO2013720_W5","SHPO2013720","SHPO",0
"564","SHPO2013721_W5","SHPO2013721","SHPO",0
"565","SHPO2013722_W5","SHPO2013722","SHPO",0
"566","SANM2013720_W5","SANM2013720","SANM",0
"567","SANM2013721_W5","SANM2013721","SANM",0
"568","WHIF2013720_W5","WHIF2013720","WHIF",0
"569","EIDE2013721_W5","EIDE2013721","EIDE",0
"570","PEDD2013720_W5","PEDD2013720","PEDD",0
"571","PEDD2013721_W5","PEDD2013721","PEDD",0
"572","ALHE2013719_W5","ALHE2013719","ALHE",0
"573","ALHE2013720_W5","ALHE2013720","ALHE",0
"574","ALHE2013720_W5","ALHE2013720","ALHE",0
"575","ALHE2013720_W5","ALHE2013720","ALHE",0
"576","ALHE2013720_W5","ALHE2013720","ALHE",0
"577","ALHE2013720_W5","ALHE2013720","ALHE",0
"578","ALHE2013720_W5","ALHE2013720","ALHE",0
"579","ALHE2013720_W5","ALHE2013720","ALHE",0
"580","ALHE2013720_W5","ALHE2013720","ALHE",0
"581","ALHE2013721_W5","ALHE2013721","ALHE",0
"582","CHEM2013720_W5","CHEM2013720","CHEM",0
"583","VRYL2013720_W5","VRYL2013720","VRYL",0
"584","VRYL2013721_W5","VRYL2013721","VRYL",0
"585","SJEN2013720_W5","SJEN2013720","SJEN",0
"586","SJEN2013721_W5","SJEN2013721","SJEN",0
"587","NJEN2013719_W5","NJEN2013719","NJEN",0
"588","NJEN2013720_W5","NJEN2013720","NJEN",0
"589","NJEN2013721_W5","NJEN2013721","NJEN",0
"590","ESQU2013816_W5","ESQU2013816","ESQU",0
"591","ESQU2013817_W5","ESQU2013817","ESQU",0
"592","KALE2013817_W5","KALE2013817","KALE",90
"593","ESQU2013818_W5","ESQU2013818","ESQU",0
"594","EIDE2013817_W5","EIDE2013817","EIDE",0
"595","GRIC2013818_W5","GRIC2013818","GRIC",0
"596","GRIC2013817_W5","GRIC2013817","GRIC",0
"597","DEEP2013816_W5","DEEP2013816","DEEP",0
"598","DEEP2013817_W5","DEEP2013817","DEEP",57
"599","DEEP2013818_W5","DEEP2013818","DEEP",45
"600","NANO2013817_W5","NANO2013817","NANO",0
"601","NANO2013818_W5","NANO2013818","NANO",0
"602","NJEN2013817_W5","NJEN2013817","NJEN",30
"603","NJEN2013818_W5","NJEN2013818","NJEN",50
"604","NJEN2013819_W5","NJEN2013819","NJEN",540
"605","ENBO2013818_W5","ENBO2013818","ENBO",0
"606","KALE2013818_W5","KALE2013818","KALE",95
"607","CROC2013817_W5","CROC2013817","CROC",825
"608","CROC2013818_W5","CROC2013818","CROC",329
"609","SJEN2013817_W5","SJEN2013817","SJEN",75
"610","MAPL2013817_W5","MAPL2013817","MAPL",0
"611","MAPL2013818_W5","MAPL2013818","MAPL",0
"612","SJEN2013818_W5","SJEN2013818","SJEN",126
"613","SJEN2013819_W5","SJEN2013819","SJEN",0
"614","ENBO2013817_W5","ENBO2013817","ENBO",0
"615","SANM2013817_W5","SANM2013817","SANM",80
"616","SANM2013818_W5","SANM2013818","SANM",26
"617","WITT2013817_W5","WITT2013817","WITT",0
"618","WITT2013818_W5","WITT2013818","WITT",0
"619","WITT2013819_W5","WITT2013819","WITT",0
"620","BB042013816_W5","BB042013816","BB04",0
"621","EIDE2013818_W5","EIDE2013818","EIDE",700
"622","BB042013817_W5","BB042013817","BB04",0
"623","BB042013818_W5","BB042013818","BB04",600
"624","PEDD2013817_W5","PEDD2013817","PEDD",0
"625","PEDD2013818_W5","PEDD2013818","PEDD",0
"626","BBSV2013720_W5","BBSV2013720","BBSV",0
"627","BBSV2013721_W5","BBSV2013721","BBSV",0
"628","BBSV2013817_W5","BBSV2013817","BBSV",10
"629","BBSV2013818_W5","BBSV2013818","BBSV",0
"630","COMX2013817_W5","COMX2013817","COMX",0
"631","COMX2013818_W5","COMX2013818","COMX",0
"632","GRIC2013816_W5","GRIC2013816","GRIC",0
"633","FANY2013817_W5","FANY2013817","FANY",0
"634","FANY2013818_W5","FANY2013818","FANY",0
"635","BB722013818_W5","BB722013818","BB72",500
"636","ISVI2013816_W5","ISVI2013816","ISVI",0
"637","ISVI2013817_W5","ISVI2013817","ISVI",0
"638","ISVI2013818_W5","ISVI2013818","ISVI",0
"639","SDNY2013720_W5","SDNY2013720","SDNY",10
"640","SDNY2013721_W5","SDNY2013721","SDNY",0
"641","SDNY2013817_W5","SDNY2013817","SDNY",18
"642","SDNY2013818_W5","SDNY2013818","SDNY",0
"643","SQUA2013817_W5","SQUA2013817","SQUA",0
"644","PANM2013719_W5","PANM2013719","PANM",0
"645","PANM2013720_W5","PANM2013720","PANM",0
"646","PANM2013721_W5","PANM2013721","PANM",0
"647","PANM2013722_W5","PANM2013722","PANM",0
"648","VRYL2013817_W5","VRYL2013817","VRYL",0
"649","VRYL2013818_W5","VRYL2013818","VRYL",0
"650","ROGH2013720_W5","ROGH2013720","ROGH",0
"651","ROGH2013721_W5","ROGH2013721","ROGH",0
"652","ROGH2013818_W5","ROGH2013818","ROGH",180
"653","ROGH2013817_W5","ROGH2013817","ROGH",315
"654","SHPO2013817_W5","SHPO2013817","SHPO",0
"655","SHPO2013818_W5","SHPO2013818","SHPO",0
"656","SHPO2013819_W5","SHPO2013819","SHPO",0
"657","WHIF2013818_W5","WHIF2013818","WHIF",0
"658","BB922013720_W5","BB922013720","BB92",150
"659","BB922013721_W5","BB922013721","BB92",0
"660","COWC2013817_W5","COWC2013817","COWC",0
"661","COWC2013818_W5","COWC2013818","COWC",0
"662","GRIC2013720_W5","GRIC2013720","GRIC",0
"663","GRIC2013721_W5","GRIC2013721","GRIC",0
"664","PEDD2013816_W5","PEDD2013816","PEDD",0
"665","BB722013720_W6","BB722013720","BB72",0
"666","ENBO2013721_W6","ENBO2013721","ENBO",40
"667","KALE2013720_W6","KALE2013720","KALE",0
"668","COMX2013720_W6","COMX2013720","COMX",0
"669","COMX2013721_W6","COMX2013721","COMX",0
"670","NANO2013720_W6","NANO2013720","NANO",0
"671","NANO2013721_W6","NANO2013721","NANO",0
"672","IONA2013719_W6","IONA2013719","IONA",0
"673","IONA2013720_W6","IONA2013720","IONA",0
"674","IONA2013721_W6","IONA2013721","IONA",0
"675","COWC2013719_W6","COWC2013719","COWC",0
"676","COWC2013720_W6","COWC2013720","COWC",0
"677","ESQU2013722_W6","ESQU2013722","ESQU",0
"678","MAPL2013719_W6","MAPL2013719","MAPL",0
"679","MAPL2013720_W6","MAPL2013720","MAPL",0
"680","MAPL2013721_W6","MAPL2013721","MAPL",0
"681","ISVI2013720_W6","ISVI2013720","ISVI",0
"682","ISVI2013721_W6","ISVI2013721","ISVI",0
"683","CROC2013720_W6","CROC2013720","CROC",110
"684","BB042013719_W6","BB042013719","BB04",0
"685","BB042013720_W6","BB042013720","BB04",0
"686","BB042013721_W6","BB042013721","BB04",0
"687","DEEP2013719_W6","DEEP2013719","DEEP",0
"688","DEEP2013720_W6","DEEP2013720","DEEP",0
"689","DEEP2013721_W6","DEEP2013721","DEEP",0
"690","WHIF2013721_W6","WHIF2013721","WHIF",0
"691","BB722013721_W6","BB722013721","BB72",0
"692","CROC2013721_W6","CROC2013721","CROC",23
"693","WINT2013720_W6","WINT2013720","WINT",0
"694","SQUA2013720_W6","SQUA2013720","SQUA",0
"695","SQUA2013721_W6","SQUA2013721","SQUA",0
"696","SHPO2013720_W6","SHPO2013720","SHPO",0
"697","SHPO2013721_W6","SHPO2013721","SHPO",0
"698","SHPO2013722_W6","SHPO2013722","SHPO",0
"699","SANM2013720_W6","SANM2013720","SANM",12
"700","SANM2013721_W6","SANM2013721","SANM",2
"701","WHIF2013720_W6","WHIF2013720","WHIF",0
"702","EIDE2013721_W6","EIDE2013721","EIDE",0
"703","PEDD2013720_W6","PEDD2013720","PEDD",0
"704","PEDD2013721_W6","PEDD2013721","PEDD",0
"705","ALHE2013719_W6","ALHE2013719","ALHE",0
"706","ALHE2013720_W6","ALHE2013720","ALHE",0
"707","ALHE2013720_W6","ALHE2013720","ALHE",0
"708","ALHE2013720_W6","ALHE2013720","ALHE",0
"709","ALHE2013720_W6","ALHE2013720","ALHE",0
"710","ALHE2013720_W6","ALHE2013720","ALHE",0
"711","ALHE2013720_W6","ALHE2013720","ALHE",0
"712","ALHE2013720_W6","ALHE2013720","ALHE",0
"713","ALHE2013720_W6","ALHE2013720","ALHE",0
"714","ALHE2013721_W6","ALHE2013721","ALHE",0
"715","CHEM2013720_W6","CHEM2013720","CHEM",0
"716","VRYL2013720_W6","VRYL2013720","VRYL",0
"717","VRYL2013721_W6","VRYL2013721","VRYL",0
"718","SJEN2013720_W6","SJEN2013720","SJEN",0
"719","SJEN2013721_W6","SJEN2013721","SJEN",0
"720","NJEN2013719_W6","NJEN2013719","NJEN",0
"721","NJEN2013720_W6","NJEN2013720","NJEN",0
"722","NJEN2013721_W6","NJEN2013721","NJEN",0
"723","ESQU2013816_W6","ESQU2013816","ESQU",0
"724","ESQU2013817_W6","ESQU2013817","ESQU",0
"725","KALE2013817_W6","KALE2013817","KALE",90
"726","ESQU2013818_W6","ESQU2013818","ESQU",0
"727","EIDE2013817_W6","EIDE2013817","EIDE",0
"728","GRIC2013818_W6","GRIC2013818","GRIC",0
"729","GRIC2013817_W6","GRIC2013817","GRIC",0
"730","DEEP2013816_W6","DEEP2013816","DEEP",0
"731","DEEP2013817_W6","DEEP2013817","DEEP",12
"732","DEEP2013818_W6","DEEP2013818","DEEP",48
"733","NANO2013817_W6","NANO2013817","NANO",0
"734","NANO2013818_W6","NANO2013818","NANO",0
"735","NJEN2013817_W6","NJEN2013817","NJEN",15
"736","NJEN2013818_W6","NJEN2013818","NJEN",50
"737","NJEN2013819_W6","NJEN2013819","NJEN",0
"738","ENBO2013818_W6","ENBO2013818","ENBO",0
"739","KALE2013818_W6","KALE2013818","KALE",95
"740","CROC2013817_W6","CROC2013817","CROC",585
"741","CROC2013818_W6","CROC2013818","CROC",411
"742","SJEN2013817_W6","SJEN2013817","SJEN",61
"743","MAPL2013817_W6","MAPL2013817","MAPL",1
"744","MAPL2013818_W6","MAPL2013818","MAPL",0
"745","SJEN2013818_W6","SJEN2013818","SJEN",330
"746","SJEN2013819_W6","SJEN2013819","SJEN",68
"747","ENBO2013817_W6","ENBO2013817","ENBO",0
"748","SANM2013817_W6","SANM2013817","SANM",60
"749","SANM2013818_W6","SANM2013818","SANM",17
"750","WITT2013817_W6","WITT2013817","WITT",0
"751","WITT2013818_W6","WITT2013818","WITT",0
"752","WITT2013819_W6","WITT2013819","WITT",0
"753","BB042013816_W6","BB042013816","BB04",0
"754","EIDE2013818_W6","EIDE2013818","EIDE",670
"755","BB042013817_W6","BB042013817","BB04",0
"756","BB042013818_W6","BB042013818","BB04",300
"757","PEDD2013817_W6","PEDD2013817","PEDD",0
"758","PEDD2013818_W6","PEDD2013818","PEDD",0
"759","BBSV2013720_W6","BBSV2013720","BBSV",0
"760","BBSV2013721_W6","BBSV2013721","BBSV",0
"761","BBSV2013817_W6","BBSV2013817","BBSV",0
"762","BBSV2013818_W6","BBSV2013818","BBSV",0
"763","COMX2013817_W6","COMX2013817","COMX",0
"764","COMX2013818_W6","COMX2013818","COMX",0
"765","GRIC2013816_W6","GRIC2013816","GRIC",0
"766","FANY2013817_W6","FANY2013817","FANY",0
"767","FANY2013818_W6","FANY2013818","FANY",0
"768","BB722013818_W6","BB722013818","BB72",500
"769","ISVI2013816_W6","ISVI2013816","ISVI",0
"770","ISVI2013817_W6","ISVI2013817","ISVI",0
"771","ISVI2013818_W6","ISVI2013818","ISVI",0
"772","SDNY2013720_W6","SDNY2013720","SDNY",65
"773","SDNY2013721_W6","SDNY2013721","SDNY",0
"774","SDNY2013817_W6","SDNY2013817","SDNY",18
"775","SDNY2013818_W6","SDNY2013818","SDNY",64
"776","SQUA2013817_W6","SQUA2013817","SQUA",0
"777","PANM2013719_W6","PANM2013719","PANM",0
"778","PANM2013720_W6","PANM2013720","PANM",0
"779","PANM2013721_W6","PANM2013721","PANM",0
"780","PANM2013722_W6","PANM2013722","PANM",0
"781","VRYL2013817_W6","VRYL2013817","VRYL",0
"782","VRYL2013818_W6","VRYL2013818","VRYL",0
"783","ROGH2013720_W6","ROGH2013720","ROGH",0
"784","ROGH2013721_W6","ROGH2013721","ROGH",0
"785","ROGH2013818_W6","ROGH2013818","ROGH",250
"786","ROGH2013817_W6","ROGH2013817","ROGH",350
"787","SHPO2013817_W6","SHPO2013817","SHPO",0
"788","SHPO2013818_W6","SHPO2013818","SHPO",0
"789","SHPO2013819_W6","SHPO2013819","SHPO",0
"790","WHIF2013818_W6","WHIF2013818","WHIF",0
"791","BB922013720_W6","BB922013720","BB92",150
"792","BB922013721_W6","BB922013721","BB92",0
"793","COWC2013817_W6","COWC2013817","COWC",0
"794","COWC2013818_W6","COWC2013818","COWC",0
"795","GRIC2013720_W6","GRIC2013720","GRIC",0
"796","GRIC2013721_W6","GRIC2013721","GRIC",0
"797","PEDD2013816_W6","PEDD2013816","PEDD",0
"798","BB722013720_W7","BB722013720","BB72",0
"799","ENBO2013721_W7","ENBO2013721","ENBO",0
"800","KALE2013720_W7","KALE2013720","KALE",0
"801","COMX2013720_W7","COMX2013720","COMX",0
"802","COMX2013721_W7","COMX2013721","COMX",0
"803","NANO2013720_W7","NANO2013720","NANO",0
"804","NANO2013721_W7","NANO2013721","NANO",0
"805","IONA2013719_W7","IONA2013719","IONA",0
"806","IONA2013720_W7","IONA2013720","IONA",0
"807","IONA2013721_W7","IONA2013721","IONA",0
"808","COWC2013719_W7","COWC2013719","COWC",0
"809","COWC2013720_W7","COWC2013720","COWC",0
"810","ESQU2013722_W7","ESQU2013722","ESQU",0
"811","MAPL2013719_W7","MAPL2013719","MAPL",0
"812","MAPL2013720_W7","MAPL2013720","MAPL",0
"813","MAPL2013721_W7","MAPL2013721","MAPL",0
"814","ISVI2013720_W7","ISVI2013720","ISVI",0
"815","ISVI2013721_W7","ISVI2013721","ISVI",0
"816","CROC2013720_W7","CROC2013720","CROC",171
"817","BB042013719_W7","BB042013719","BB04",0
"818","BB042013720_W7","BB042013720","BB04",0
"819","BB042013721_W7","BB042013721","BB04",0
"820","DEEP2013719_W7","DEEP2013719","DEEP",0
"821","DEEP2013720_W7","DEEP2013720","DEEP",0
"822","DEEP2013721_W7","DEEP2013721","DEEP",0
"823","WHIF2013721_W7","WHIF2013721","WHIF",0
"824","BB722013721_W7","BB722013721","BB72",0
"825","CROC2013721_W7","CROC2013721","CROC",0
"826","WINT2013720_W7","WINT2013720","WINT",0
"827","SQUA2013720_W7","SQUA2013720","SQUA",0
"828","SQUA2013721_W7","SQUA2013721","SQUA",0
"829","SHPO2013720_W7","SHPO2013720","SHPO",0
"830","SHPO2013721_W7","SHPO2013721","SHPO",0
"831","SHPO2013722_W7","SHPO2013722","SHPO",0
"832","SANM2013720_W7","SANM2013720","SANM",12
"833","SANM2013721_W7","SANM2013721","SANM",0
"834","WHIF2013720_W7","WHIF2013720","WHIF",0
"835","EIDE2013721_W7","EIDE2013721","EIDE",0
"836","PEDD2013720_W7","PEDD2013720","PEDD",0
"837","PEDD2013721_W7","PEDD2013721","PEDD",0
"838","ALHE2013719_W7","ALHE2013719","ALHE",0
"839","ALHE2013720_W7","ALHE2013720","ALHE",0
"840","ALHE2013720_W7","ALHE2013720","ALHE",0
"841","ALHE2013720_W7","ALHE2013720","ALHE",0
"842","ALHE2013720_W7","ALHE2013720","ALHE",0
"843","ALHE2013720_W7","ALHE2013720","ALHE",0
"844","ALHE2013720_W7","ALHE2013720","ALHE",0
"845","ALHE2013720_W7","ALHE2013720","ALHE",0
"846","ALHE2013720_W7","ALHE2013720","ALHE",0
"847","ALHE2013721_W7","ALHE2013721","ALHE",0
"848","CHEM2013720_W7","CHEM2013720","CHEM",0
"849","VRYL2013720_W7","VRYL2013720","VRYL",0
"850","VRYL2013721_W7","VRYL2013721","VRYL",0
"851","SJEN2013720_W7","SJEN2013720","SJEN",0
"852","SJEN2013721_W7","SJEN2013721","SJEN",0
"853","NJEN2013719_W7","NJEN2013719","NJEN",0
"854","NJEN2013720_W7","NJEN2013720","NJEN",0
"855","NJEN2013721_W7","NJEN2013721","NJEN",0
"856","ESQU2013816_W7","ESQU2013816","ESQU",0
"857","ESQU2013817_W7","ESQU2013817","ESQU",0
"858","KALE2013817_W7","KALE2013817","KALE",90
"859","ESQU2013818_W7","ESQU2013818","ESQU",0
"860","EIDE2013817_W7","EIDE2013817","EIDE",0
"861","GRIC2013818_W7","GRIC2013818","GRIC",0
"862","GRIC2013817_W7","GRIC2013817","GRIC",0
"863","DEEP2013816_W7","DEEP2013816","DEEP",0
"864","DEEP2013817_W7","DEEP2013817","DEEP",18
"865","DEEP2013818_W7","DEEP2013818","DEEP",47
"866","NANO2013817_W7","NANO2013817","NANO",0
"867","NANO2013818_W7","NANO2013818","NANO",0
"868","NJEN2013817_W7","NJEN2013817","NJEN",20
"869","NJEN2013818_W7","NJEN2013818","NJEN",350
"870","NJEN2013819_W7","NJEN2013819","NJEN",0
"871","ENBO2013818_W7","ENBO2013818","ENBO",0
"872","KALE2013818_W7","KALE2013818","KALE",95
"873","CROC2013817_W7","CROC2013817","CROC",610
"874","CROC2013818_W7","CROC2013818","CROC",413
"875","SJEN2013817_W7","SJEN2013817","SJEN",346
"876","MAPL2013817_W7","MAPL2013817","MAPL",0
"877","MAPL2013818_W7","MAPL2013818","MAPL",0
"878","SJEN2013818_W7","SJEN2013818","SJEN",140
"879","SJEN2013819_W7","SJEN2013819","SJEN",36
"880","ENBO2013817_W7","ENBO2013817","ENBO",0
"881","SANM2013817_W7","SANM2013817","SANM",80
"882","SANM2013818_W7","SANM2013818","SANM",17
"883","WITT2013817_W7","WITT2013817","WITT",0
"884","WITT2013818_W7","WITT2013818","WITT",0
"885","WITT2013819_W7","WITT2013819","WITT",0
"886","BB042013816_W7","BB042013816","BB04",0
"887","EIDE2013818_W7","EIDE2013818","EIDE",1000
"888","BB042013817_W7","BB042013817","BB04",0
"889","BB042013818_W7","BB042013818","BB04",280
"890","PEDD2013817_W7","PEDD2013817","PEDD",0
"891","PEDD2013818_W7","PEDD2013818","PEDD",0
"892","BBSV2013720_W7","BBSV2013720","BBSV",0
"893","BBSV2013721_W7","BBSV2013721","BBSV",0
"894","BBSV2013817_W7","BBSV2013817","BBSV",0
"895","BBSV2013818_W7","BBSV2013818","BBSV",0
"896","COMX2013817_W7","COMX2013817","COMX",0
"897","COMX2013818_W7","COMX2013818","COMX",0
"898","GRIC2013816_W7","GRIC2013816","GRIC",0
"899","FANY2013817_W7","FANY2013817","FANY",0
"900","FANY2013818_W7","FANY2013818","FANY",0
"901","BB722013818_W7","BB722013818","BB72",0
"902","ISVI2013816_W7","ISVI2013816","ISVI",0
"903","ISVI2013817_W7","ISVI2013817","ISVI",0
"904","ISVI2013818_W7","ISVI2013818","ISVI",0
"905","SDNY2013720_W7","SDNY2013720","SDNY",65
"906","SDNY2013721_W7","SDNY2013721","SDNY",25
"907","SDNY2013817_W7","SDNY2013817","SDNY",18
"908","SDNY2013818_W7","SDNY2013818","SDNY",64
"909","SQUA2013817_W7","SQUA2013817","SQUA",0
"910","PANM2013719_W7","PANM2013719","PANM",0
"911","PANM2013720_W7","PANM2013720","PANM",0
"912","PANM2013721_W7","PANM2013721","PANM",0
"913","PANM2013722_W7","PANM2013722","PANM",0
"914","VRYL2013817_W7","VRYL2013817","VRYL",0
"915","VRYL2013818_W7","VRYL2013818","VRYL",0
"916","ROGH2013720_W7","ROGH2013720","ROGH",0
"917","ROGH2013721_W7","ROGH2013721","ROGH",0
"918","ROGH2013818_W7","ROGH2013818","ROGH",170
"919","ROGH2013817_W7","ROGH2013817","ROGH",200
"920","SHPO2013817_W7","SHPO2013817","SHPO",0
"921","SHPO2013818_W7","SHPO2013818","SHPO",0
"922","SHPO2013819_W7","SHPO2013819","SHPO",0
"923","WHIF2013818_W7","WHIF2013818","WHIF",0
"924","BB922013720_W7","BB922013720","BB92",150
"925","BB922013721_W7","BB922013721","BB92",0
"926","COWC2013817_W7","COWC2013817","COWC",0
"927","COWC2013818_W7","COWC2013818","COWC",0
"928","GRIC2013720_W7","GRIC2013720","GRIC",0
"929","GRIC2013721_W7","GRIC2013721","GRIC",0
"930","PEDD2013816_W7","PEDD2013816","PEDD",0
"931","BB722013720_W8","BB722013720","BB72",0
"932","ENBO2013721_W8","ENBO2013721","ENBO",0
"933","KALE2013720_W8","KALE2013720","KALE",0
"934","COMX2013720_W8","COMX2013720","COMX",0
"935","COMX2013721_W8","COMX2013721","COMX",0
"936","NANO2013720_W8","NANO2013720","NANO",0
"937","NANO2013721_W8","NANO2013721","NANO",0
"938","IONA2013719_W8","IONA2013719","IONA",0
"939","IONA2013720_W8","IONA2013720","IONA",0
"940","IONA2013721_W8","IONA2013721","IONA",0
"941","COWC2013719_W8","COWC2013719","COWC",0
"942","COWC2013720_W8","COWC2013720","COWC",0
"943","ESQU2013722_W8","ESQU2013722","ESQU",0
"944","MAPL2013719_W8","MAPL2013719","MAPL",0
"945","MAPL2013720_W8","MAPL2013720","MAPL",0
"946","MAPL2013721_W8","MAPL2013721","MAPL",0
"947","ISVI2013720_W8","ISVI2013720","ISVI",0
"948","ISVI2013721_W8","ISVI2013721","ISVI",0
"949","CROC2013720_W8","CROC2013720","CROC",194
"950","BB042013719_W8","BB042013719","BB04",0
"951","BB042013720_W8","BB042013720","BB04",0
"952","BB042013721_W8","BB042013721","BB04",0
"953","DEEP2013719_W8","DEEP2013719","DEEP",0
"954","DEEP2013720_W8","DEEP2013720","DEEP",0
"955","DEEP2013721_W8","DEEP2013721","DEEP",0
"956","WHIF2013721_W8","WHIF2013721","WHIF",0
"957","BB722013721_W8","BB722013721","BB72",0
"958","CROC2013721_W8","CROC2013721","CROC",0
"959","WINT2013720_W8","WINT2013720","WINT",0
"960","SQUA2013720_W8","SQUA2013720","SQUA",0
"961","SQUA2013721_W8","SQUA2013721","SQUA",0
"962","SHPO2013720_W8","SHPO2013720","SHPO",0
"963","SHPO2013721_W8","SHPO2013721","SHPO",0
"964","SHPO2013722_W8","SHPO2013722","SHPO",0
"965","SANM2013720_W8","SANM2013720","SANM",12
"966","SANM2013721_W8","SANM2013721","SANM",0
"967","WHIF2013720_W8","WHIF2013720","WHIF",0
"968","EIDE2013721_W8","EIDE2013721","EIDE",0
"969","PEDD2013720_W8","PEDD2013720","PEDD",0
"970","PEDD2013721_W8","PEDD2013721","PEDD",0
"971","ALHE2013719_W8","ALHE2013719","ALHE",0
"972","ALHE2013720_W8","ALHE2013720","ALHE",0
"973","ALHE2013720_W8","ALHE2013720","ALHE",0
"974","ALHE2013720_W8","ALHE2013720","ALHE",0
"975","ALHE2013720_W8","ALHE2013720","ALHE",0
